order_id,customer_id,order_date,status,total_amount
100133,1017,2025-07-08,shipped,4242.31
100134,1014,2024-10-23,completed,1068.23
100135,1004,2023-05-20,pending,6381.22
100136,1011,2024-07-16,completed,2812.03
100137,1043,2023-06-01,pending,900.64
100138,1047,2023-04-27,refunded,360.8
100139,1013,2023-07-04,shipped,1953.86
100140,1011,2025-08-05,shipped,1004.52
100141,1002,2023-03-26,refunded,3795.08
100142,1044,2024-01-21,shipped,4318.57
100143,1027,2023-11-05,pending,2519.59
100144,1019,2024-12-04,completed,3464.53
100145,1026,2023-12-20,completed,759.06
100146,1007,2025-06-18,shipped,2598.05
100147,1047,2025-01-15,completed,7701.34
100148,1017,2024-11-23,shipped,436.53
100149,1028,2024-11-16,completed,2543.63
100150,1042,2025-03-02,completed,2022.3
100151,1045,2023-11-04,completed,3721.89
100152,1046,2023-10-17,completed,2133.76
100153,1032,2025-03-13,shipped,2905.57
100154,1043,2023-06-23,shipped,3724.67
100155,1032,2024-11-03,cancelled,510.93
100156,1029,2025-12-14,cancelled,2346.64
100157,1047,2025-11-07,completed,948.16
100158,1037,2024-01-05,completed,1368.72
100159,1036,2025-09-22,completed,3500.93
100160,1028,2023-11-14,completed,1387.07
100161,1006,2023-07-27,refunded,3172.82
100162,1026,2025-12-14,cancelled,2793.31
100163,1012,2023-09-26,pending,834.46
100164,1018,2024-01-06,refunded,969.0
100165,1020,2023-12-06,pending,3791.82
100166,1017,2025-01-16,cancelled,72.95
100167,1013,2025-06-28,completed,1085.4
100168,1038,2025-07-08,shipped,611.01
100169,1036,2025-08-18,completed,3645.3
100170,1003,2025-06-21,refunded,2077.12
100171,1006,2025-02-21,shipped,3723.25
100172,1036,2023-11-28,refunded,4396.31
100173,1027,2024-05-27,cancelled,5251.64
100174,1009,2025-01-30,completed,3752.37
100175,1031,2025-11-22,completed,557.28
100176,1041,2023-11-25,pending,5229.49
100177,1001,2023-10-29,completed,2578.42
100178,1002,2024-03-30,completed,3668.92
100179,1027,2025-04-29,pending,163.91
100180,1048,2024-04-27,completed,3233.18
100181,1044,2023-02-27,completed,291.2
100183,1033,2024-11-17,completed,34.98
100184,1018,2025-08-25,refunded,4029.17
100185,1002,2025-08-18,shipped,656.04
100186,1025,2023-06-12,completed,2397.03
100187,1009,2023-11-03,cancelled,1153.37
100188,1031,2025-05-16,refunded,3263.99
100189,1031,2024-09-08,completed,3095.8
100190,1028,2025-07-25,completed,4407.08
100191,1012,2025-10-20,shipped,1043.08
100192,1010,2025-11-21,completed,886.16
100193,1001,2024-08-19,completed,811.32
100195,1010,2024-05-07,pending,5405.0
100196,1007,2023-06-25,completed,3655.62
100197,1008,2025-12-13,shipped,3159.3
100198,1009,2025-11-05,completed,2169.6
100199,1026,2025-08-20,cancelled,615.96
100200,1040,2025-02-03,cancelled,3131.81
100201,1046,2023-05-19,completed,2288.13
100202,1023,2023-08-01,shipped,2075.46
100203,1032,2024-11-11,completed,6116.02
100204,1015,2024-11-24,completed,702.35
100205,1018,2025-08-09,pending,4962.91
100206,1028,2023-10-04,cancelled,5312.05
100207,1026,2025-07-26,completed,209.56
100208,1026,2024-02-13,completed,262.38
100209,1049,2025-11-21,refunded,2072.22
100210,1026,2024-06-02,refunded,5685.22
100211,1046,2024-08-08,refunded,4017.24
100212,1041,2024-11-10,completed,4745.67
100213,1049,2025-06-13,cancelled,3254.95
100214,1045,2025-03-02,completed,3039.11
100215,1047,2025-10-15,refunded,688.05
100216,1020,2023-06-19,pending,5296.24
100217,1008,2024-01-05,completed,3008.8
100218,1044,2023-06-13,cancelled,8685.35
100219,1012,2025-07-02,cancelled,1923.68
100220,1046,2025-06-28,pending,4305.99
100221,1013,2024-12-23,pending,3128.77
100222,1028,2023-04-28,cancelled,2223.55
100223,1006,2025-01-14,refunded,5127.91
100224,1025,2023-11-24,completed,5217.16
100225,1026,2025-06-16,completed,5026.6
100226,1047,2025-01-20,pending,867.75
100227,1012,2023-03-08,completed,2238.45
100228,1047,2025-01-29,pending,2224.88
100229,1007,2023-10-09,completed,2901.43
100230,1039,2024-07-24,completed,2211.87
100231,1005,2024-01-17,shipped,2130.16
100232,1040,2023-08-30,refunded,1995.12
100233,1037,2025-07-02,shipped,7344.1
100234,1036,2025-10-02,completed,1881.03
100235,1002,2023-06-01,completed,5549.35
100236,1029,2025-06-30,refunded,1524.34
100237,1016,2024-10-16,completed,694.44
100238,1043,2024-08-17,refunded,4186.0
100239,1047,2023-12-23,shipped,2072.23
100240,1032,2024-02-16,completed,1066.8
100241,1047,2023-02-23,shipped,1911.58
100242,1009,2025-08-15,completed,4820.48
100243,1028,2023-06-26,completed,265.14
100244,1007,2025-09-07,pending,1046.24
100245,1032,2023-06-01,completed,3633.66
100246,1003,2025-07-10,cancelled,4879.84
100247,1023,2023-09-20,shipped,233.72
100248,1023,2024-01-08,completed,391.2
100249,1031,2023-04-24,shipped,3210.27
100250,1034,2023-12-04,completed,4666.92
100251,1046,2024-04-06,shipped,2305.55
100252,1040,2023-06-11,completed,4717.56
100253,1032,2024-07-16,cancelled,231.95
100254,1029,2025-12-28,shipped,928.68
100255,1034,2023-11-12,cancelled,1086.75
100256,1010,2024-11-22,completed,2701.01
100257,1029,2023-02-28,completed,4322.74
100258,1015,2024-06-26,completed,4284.58
100259,1013,2025-05-03,cancelled,1647.64
100260,1015,2024-08-16,completed,4453.83
100261,1043,2025-04-11,pending,3505.28
100262,1034,2023-05-03,pending,2323.45
100263,1037,2025-08-09,completed,2248.05
100264,1019,2024-10-02,completed,2035.9
100265,1049,2024-12-08,completed,1911.35
100266,1009,2025-11-20,completed,716.83
100267,1031,2025-08-13,completed,148.3
100268,1030,2023-10-16,completed,4649.62
100269,1013,2025-02-25,pending,1454.92
100270,1044,2023-11-24,shipped,1053.36
100271,1022,2024-01-24,completed,2586.78
100272,1003,2025-11-20,pending,4984.54
100273,1025,2025-10-15,completed,2989.81
100274,1003,2025-11-01,completed,3378.46
100275,1027,2024-12-23,completed,5100.46
100276,1042,2025-08-21,shipped,1727.9
100277,1001,2023-08-09,completed,5236.35
100278,1022,2025-01-19,pending,2988.25
100279,1027,2025-03-31,shipped,3218.23
100280,1009,2025-01-12,completed,2001.58
100281,1002,2025-10-29,refunded,5616.74
100282,1032,2023-09-01,completed,5209.24
100283,1009,2024-11-25,completed,819.6
100284,1012,2024-02-12,shipped,270.42
100285,1026,2023-03-24,completed,1691.22
100286,1004,2024-11-13,shipped,1809.04
100287,1032,2025-11-21,completed,3851.3
100288,1034,2024-10-14,pending,549.28
100289,1011,2024-09-04,completed,4666.62
100290,1008,2025-11-09,pending,1800.38
100291,1004,2024-09-05,refunded,1042.72
100292,1017,2024-11-09,completed,1683.01
100293,1020,2024-09-22,refunded,3344.02
100294,1012,2023-02-24,pending,1598.16
100295,1020,2024-04-11,completed,3777.62
100296,1007,2023-12-16,cancelled,3075.89
100297,1033,2025-02-17,refunded,1454.96
100298,1010,2023-03-06,cancelled,887.53
100299,1002,2023-02-08,completed,3245.28
100300,1018,2025-04-25,completed,864.95
100301,1021,2025-08-23,cancelled,1251.85
100302,1007,2023-10-10,completed,59.52
100303,1007,2025-09-06,pending,1161.32
100304,1003,2023-12-21,shipped,1876.66
100305,1017,2024-12-26,refunded,4598.37
100306,1013,2024-06-25,pending,2812.34
100307,1041,2024-05-19,shipped,585.12
100308,1023,2024-09-01,completed,2305.49
100309,1044,2025-09-28,pending,2728.03
100310,1042,2024-07-14,completed,2258.67
100311,1049,2025-02-16,refunded,2008.88
100312,1042,2023-10-27,completed,5575.33
100313,1046,2023-06-11,pending,2756.19
100314,1037,2025-09-08,completed,4617.97
100315,1009,2024-07-09,cancelled,3460.62
100316,1013,2023-08-12,cancelled,345.9
100317,1027,2024-05-11,cancelled,1603.66
100318,1014,2024-04-07,completed,465.15
100319,1045,2025-04-26,cancelled,4018.32
100320,1024,2023-10-09,shipped,325.94
100321,1050,2023-11-20,cancelled,1296.75
100322,1004,2025-09-01,cancelled,6000.53
100323,1044,2024-08-11,completed,2243.84
100324,1015,2023-07-03,shipped,5162.47
100325,1035,2023-03-18,pending,72.31
100326,1026,2023-12-27,refunded,1658.34
100327,1035,2025-10-11,cancelled,3514.52
100328,1026,2024-08-15,completed,3522.71
100329,1045,2023-08-08,completed,2378.17
100330,1005,2025-12-09,completed,2934.77
100331,1041,2025-08-16,completed,3628.62
100332,1034,2024-11-08,cancelled,5299.29
100334,1019,2024-06-10,completed,1340.5
100335,1042,2024-11-21,shipped,693.57
100336,1035,2024-01-31,shipped,3168.67
100337,1001,2025-04-10,shipped,140.09
100338,1016,2025-03-31,completed,2128.62
100339,1004,2023-10-15,completed,6735.96
100340,1040,2023-01-14,pending,4920.17
100341,1045,2024-06-30,completed,810.74
100342,1040,2023-01-24,cancelled,838.53
100343,1027,2024-04-28,cancelled,5180.72
100344,1034,2024-09-20,pending,1670.94
100345,1018,2024-09-28,completed,6349.19
100346,1047,2024-08-27,shipped,3413.02
100347,1004,2023-10-01,completed,1126.06
100348,1050,2025-02-04,cancelled,2425.41
100349,1022,2025-08-22,shipped,2226.4
100350,1022,2024-03-23,completed,1908.36
100351,1007,2023-06-17,pending,2628.55
100352,1028,2025-01-10,shipped,3588.1
100353,1036,2025-11-01,shipped,7093.98
100354,1044,2023-12-03,refunded,192.12
100355,1017,2023-08-27,completed,5600.9
100356,1029,2025-09-28,shipped,6950.49
100357,1003,2023-04-24,completed,5173.3
100358,1010,2025-07-24,completed,2576.44
100359,1020,2024-09-23,completed,2206.61
100360,1021,2023-01-07,completed,2394.96
100361,1001,2023-04-03,completed,4116.56
100362,1028,2023-05-04,pending,1906.35
100363,1035,2025-04-17,refunded,1671.73
100364,1047,2025-05-10,pending,6209.43
100365,1048,2025-02-12,completed,2160.12
100366,1015,2023-09-30,refunded,2369.56
100367,1008,2024-01-01,pending,4059.81
100368,1024,2024-04-01,refunded,6497.2
100369,1003,2024-09-03,cancelled,3792.01
100370,1008,2025-05-18,pending,2066.31
100371,1003,2024-05-21,completed,689.04
100372,1020,2024-01-22,refunded,4748.98
100373,1013,2025-05-08,refunded,2297.36
100374,1039,2023-02-02,completed,1600.83
100375,1002,2023-03-10,shipped,1025.36
100376,1039,2023-04-10,cancelled,3227.17
100377,1038,2025-06-17,shipped,1195.69
100378,1032,2023-04-26,shipped,4514.57
100379,1020,2024-04-24,shipped,3639.92
100380,1039,2024-10-18,completed,3312.53
100381,1038,2025-12-03,pending,1906.4
100382,1009,2023-05-05,shipped,1033.05
100383,1014,2023-12-25,cancelled,3361.48
100384,1027,2025-10-12,completed,4608.44
100385,1007,2025-02-19,completed,4263.13
100386,1033,2025-04-16,completed,4306.3
100387,1039,2025-08-27,refunded,1733.14
100388,1003,2023-10-23,completed,375.2
100389,1009,2025-05-03,shipped,4732.34
100390,1040,2024-05-12,completed,2393.4
100391,1002,2023-06-11,refunded,3512.8
100392,1027,2024-01-26,completed,2381.46
100393,1028,2023-03-22,completed,331.74
100394,1004,2024-03-20,completed,2262.54
100395,1043,2024-11-12,completed,3237.02
100396,1021,2024-01-25,completed,3163.15
100397,1039,2025-09-07,cancelled,1771.83
100398,1049,2024-02-23,completed,212.84
100399,1048,2024-08-02,pending,1229.9
100400,1043,2025-01-05,completed,2242.62
100401,1003,2025-10-15,completed,266.38
100403,1022,2025-08-19,refunded,2141.38
100404,1047,2024-02-21,completed,1490.58
100405,1021,2024-03-29,completed,3934.94
100406,1042,2025-05-05,completed,391.32
100407,1048,2024-04-16,shipped,5251.56
100408,1009,2025-10-19,cancelled,5950.26
100409,1040,2024-11-22,refunded,1575.42
100410,1003,2025-10-01,completed,1245.0
100411,1034,2024-12-22,completed,4284.56
100412,1035,2025-09-27,shipped,549.85
100413,1007,2023-05-01,completed,1058.49
100414,1016,2023-06-02,completed,1629.82
100416,1032,2025-04-24,refunded,757.2
100417,1019,2023-05-20,completed,2437.88
100418,1003,2025-11-01,completed,2807.14
100419,1016,2025-09-16,pending,3240.08
100420,1009,2025-12-25,pending,3795.53
100421,1020,2025-12-20,completed,903.86
100422,1025,2024-08-10,shipped,88.24
100423,1035,2025-05-31,completed,1441.64
100424,1033,2025-12-09,completed,2559.66
100425,1040,2025-12-14,refunded,5321.64
100426,1029,2025-03-23,completed,6789.23
100427,1010,2025-07-29,completed,1375.24
100428,1043,2024-04-07,cancelled,6445.51
100429,1015,2023-06-15,refunded,881.77
100430,1029,2023-03-06,pending,283.48
100431,1027,2025-09-01,cancelled,948.81
100432,1029,2023-12-17,pending,72.63
100433,1010,2024-11-09,refunded,1478.01
100434,1026,2025-12-17,completed,1057.2
100435,1041,2025-08-31,completed,2832.95
100436,1008,2024-07-28,shipped,792.48
100437,1044,2024-01-03,completed,6509.04
100438,1022,2023-10-23,refunded,866.22
100439,1028,2025-03-26,completed,453.15
100440,1010,2024-05-07,refunded,1195.54
100441,1048,2024-11-10,refunded,2580.88
100442,1006,2023-06-10,cancelled,2970.29
100443,1030,2023-04-20,pending,3927.99
100444,1045,2023-06-05,shipped,2487.72
100445,1023,2025-03-23,completed,1566.51
100446,1002,2024-07-13,pending,1733.22
100447,1001,2025-02-07,completed,3369.47
100448,1029,2025-02-17,refunded,4364.89
100450,1019,2024-05-19,completed,3445.11
100451,1048,2023-11-12,cancelled,2283.12
100452,1021,2023-11-12,pending,2911.16
100453,1029,2023-08-07,completed,1834.26
100454,1047,2025-06-29,refunded,1833.96
100455,1029,2023-09-29,completed,454.56
100456,1050,2025-11-15,completed,3655.37
100457,1009,2024-12-25,completed,4476.62
100458,1048,2024-10-26,completed,2259.23
100459,1023,2025-03-05,completed,85.16
100460,1010,2024-05-12,shipped,1289.53
100461,1034,2025-02-18,completed,2909.47
100462,1005,2024-07-03,completed,68.64
100463,1041,2025-06-09,pending,1292.91
100465,1047,2023-06-07,completed,599.81
100466,1012,2025-10-12,shipped,1166.04
100467,1032,2023-08-08,completed,1925.0
100468,1045,2025-03-21,refunded,5134.12
100469,1002,2024-11-05,completed,929.79
100470,1043,2023-10-06,completed,786.64
100471,1004,2024-02-16,completed,1416.06
100472,1044,2025-03-26,completed,3508.49
100473,1010,2025-10-02,refunded,4393.2
100474,1041,2025-02-09,refunded,4273.65
100475,1031,2025-01-17,shipped,806.52
100476,1017,2024-01-04,refunded,577.36
100477,1019,2025-08-03,completed,2519.1
100478,1018,2024-08-19,completed,2551.0
100479,1017,2025-04-17,pending,3601.14
100480,1039,2024-09-12,completed,756.42
100481,1048,2025-05-16,completed,426.36
100482,1011,2025-09-08,pending,4077.86
100483,1008,2025-05-06,completed,779.22
100484,1018,2025-01-06,refunded,2863.37
100485,1030,2023-06-24,refunded,1101.24
100486,1034,2024-12-28,cancelled,2411.33
100487,1022,2025-03-29,completed,1827.18
100488,1030,2025-05-31,completed,1346.98
100489,1006,2024-03-30,cancelled,3140.98
100490,1002,2024-03-28,completed,2896.3
100491,1033,2025-10-21,completed,2414.56
100492,1030,2025-09-15,completed,1065.03
100493,1031,2023-06-25,refunded,2565.42
100494,1046,2023-10-18,completed,2888.01
100495,1007,2024-02-28,pending,3558.98
100496,1002,2023-07-19,cancelled,5320.59
100497,1028,2024-10-15,completed,2061.13
100498,1025,2023-08-24,refunded,3275.62
100499,1017,2023-08-12,refunded,8003.09
100500,1007,2024-05-14,completed,1620.9
100501,1009,2024-11-08,pending,161.36
100502,1049,2024-04-19,cancelled,763.92
100503,1049,2025-06-04,completed,4561.02
100504,1002,2024-02-09,shipped,491.22
100505,1019,2023-01-10,completed,2245.53
100506,1010,2023-05-09,completed,4075.82
100507,1047,2024-01-18,completed,946.92
100508,1040,2023-08-22,cancelled,1291.36
100509,1014,2025-12-16,completed,2040.5
100510,1011,2025-03-14,completed,1538.22
100511,1013,2025-07-26,completed,482.24
100512,1013,2024-09-01,shipped,1547.28
100513,1044,2023-10-02,completed,2598.98
100514,1035,2023-08-28,completed,422.64
100515,1048,2025-11-12,pending,3442.22
100516,1001,2025-02-24,completed,3973.87
100517,1009,2023-12-21,completed,1934.66
100518,1035,2023-10-15,completed,1455.09
100519,1046,2023-04-20,completed,2626.1
100520,1048,2024-02-04,shipped,1021.36
100521,1050,2025-10-10,cancelled,4336.06
100522,1005,2025-06-28,completed,3990.98
100523,1022,2023-03-05,completed,2281.56
100524,1038,2024-07-16,shipped,1018.38
100525,1010,2025-07-25,cancelled,947.46
100526,1009,2025-10-11,shipped,4706.26
100527,1041,2023-08-22,refunded,4482.9
100528,1008,2025-01-21,refunded,3771.57
100529,1008,2025-06-22,completed,4105.03
100530,1021,2023-07-29,refunded,3043.15
100531,1043,2024-05-21,refunded,2095.54
100532,1040,2025-07-10,completed,596.0
100533,1002,2023-06-28,refunded,1991.41
100534,1037,2024-04-30,refunded,2216.68
100535,1019,2024-12-19,shipped,351.34
100536,1013,2023-12-06,completed,5757.8
100537,1027,2024-02-28,shipped,2633.9
100538,1012,2024-07-29,shipped,1230.73
100539,1042,2024-08-22,shipped,4823.84
100540,1017,2025-11-19,refunded,1970.38
100541,1027,2025-04-22,completed,2975.66
100542,1018,2023-09-17,refunded,4762.52
100543,1019,2023-10-27,completed,3110.73
100544,1005,2025-03-15,completed,1729.32
100545,1014,2024-07-04,pending,4988.84
100546,1014,2023-06-04,refunded,2720.39
100547,1049,2023-07-10,shipped,4789.52
100548,1003,2025-01-25,pending,3213.67
100549,1023,2023-01-06,refunded,12.33
100550,1014,2025-07-27,cancelled,4841.91
100551,1008,2023-05-10,pending,488.36
100552,1037,2025-05-29,pending,2491.86
100553,1045,2024-08-03,shipped,1382.14
100554,1045,2025-09-20,cancelled,2094.61
100555,1030,2023-04-05,cancelled,7879.18
100556,1025,2025-07-30,completed,5146.96
100557,1002,2023-11-20,pending,2402.68
100558,1036,2026-12-14,cancelled,1420.16
100559,1034,2024-09-10,refunded,4150.4
100560,1029,2024-07-15,cancelled,8306.72
100561,1047,2023-06-18,cancelled,5274.45
100562,1027,2023-12-05,pending,1900.65
100563,1001,2024-04-24,cancelled,60.62
100564,1024,2023-07-14,completed,1125.6
100565,1011,2023-09-29,completed,3962.31
100567,1024,2025-06-30,completed,2469.3
100568,1001,2023-09-04,cancelled,3386.3
100569,1038,2023-05-26,pending,2238.76
100570,1030,2023-07-29,completed,1138.27
100571,1032,2024-09-04,pending,2017.2
100572,1015,2023-09-30,cancelled,1957.02
100573,1010,2025-12-22,completed,146.28
100574,1002,2023-12-03,completed,3021.5
100575,1050,2023-11-07,shipped,3537.38
100576,1029,2024-03-20,completed,572.72
100577,1011,2023-09-10,cancelled,1030.73
100578,1044,2025-05-29,refunded,2317.81
100579,1015,2024-07-21,completed,3639.31
100580,1023,2024-08-06,cancelled,3519.55
100581,1037,2024-09-09,shipped,1787.2
100582,1021,2024-01-22,pending,4019.83
100583,1039,2023-04-22,pending,3236.46
100584,1005,2024-05-08,cancelled,1479.42
100585,1024,2025-12-17,completed,2903.47
100586,1048,2023-09-28,refunded,1316.54
100587,1047,2025-05-11,shipped,1278.37
100588,1023,2025-08-22,completed,2131.71
100589,1024,2023-05-19,completed,2538.14
100590,1049,2023-05-04,shipped,4384.27
100591,1023,2025-10-23,pending,2694.9
100592,1029,2025-04-03,cancelled,1113.72
100593,1041,2023-11-09,completed,2276.65
100594,1037,2025-11-13,refunded,7106.25
100595,1049,2024-10-31,shipped,2455.1
100596,1043,2023-05-16,cancelled,4291.92
100597,1027,2024-05-03,completed,1138.13
100598,1031,2025-06-08,pending,1054.2
100599,1043,2023-04-23,cancelled,553.24
100600,1031,2023-12-26,completed,1184.32
100601,1034,2023-01-24,pending,2899.36
100602,1007,2025-12-07,refunded,1672.39
100603,1034,2024-06-14,completed,2146.62
100604,1020,2024-07-04,completed,1258.39
100605,1045,2023-03-02,refunded,1651.02
100606,1028,2025-12-08,completed,1303.18
100607,1005,2023-06-07,pending,1852.48
100608,1005,2023-04-24,refunded,2007.6
100609,1034,2025-01-23,completed,1910.14
100610,1038,2023-08-25,cancelled,1295.52
100611,1024,2023-04-01,completed,530.82
100612,1048,2025-01-15,completed,1362.51
100613,1009,2023-03-14,refunded,1725.4
100614,1038,2025-05-08,completed,796.08
100615,1041,2024-10-17,refunded,4125.32
100616,1031,2025-02-02,shipped,3759.54
100617,1035,2023-04-18,completed,2304.4
100618,1049,2023-04-05,completed,1486.72
100619,1023,2024-08-01,refunded,1073.81
100620,1009,2023-06-26,pending,2406.14
100621,1042,2024-02-15,shipped,1132.98
100622,1003,2024-05-11,completed,172.88
100623,1023,2025-10-07,refunded,264.65
100624,1033,2024-05-17,completed,2212.8
100625,1038,2023-02-18,shipped,3548.53
100626,1045,2023-01-20,completed,3375.96
100627,1021,2025-02-09,cancelled,3146.19
100628,1007,2024-02-25,completed,1642.64
100629,1033,2023-05-03,cancelled,1077.4
100630,1038,2023-03-31,refunded,2610.12
100631,1003,2025-02-01,cancelled,2413.84
100632,1006,2023-07-15,completed,2544.54
100633,1028,2025-03-18,shipped,1356.6
100634,1016,2025-06-09,completed,1729.57
100635,1044,2024-06-18,refunded,3758.97
100637,1044,2024-10-30,pending,599.96
100638,1036,2023-06-02,completed,828.55
100639,1033,2023-08-12,completed,715.56
100640,1044,2025-08-12,pending,2338.17
100642,1023,2025-01-03,completed,3868.19
100643,1040,2025-08-06,refunded,5587.88
100644,1017,2023-11-19,completed,2746.87
100645,1037,2023-03-24,refunded,4529.13
100646,1029,2023-10-31,cancelled,1476.0
100647,1049,2024-12-29,shipped,6700.34
100648,1040,2024-09-04,refunded,2792.29
100649,1049,2023-03-05,refunded,4042.94
100650,1030,2024-05-26,pending,1421.37
100651,1031,2023-10-14,completed,596.13
100652,1032,2024-03-31,completed,2798.66
100653,1017,2025-02-01,cancelled,2833.67
100654,1011,2023-06-22,shipped,2299.2
100655,1025,2023-06-03,completed,2246.47
100656,1032,2025-06-27,completed,5946.36
100657,1031,2024-11-10,completed,783.96
100658,1034,2023-04-14,shipped,1573.57
100659,1005,2025-03-19,completed,2110.68
100660,1035,2025-05-23,completed,887.91
100661,1041,2024-01-19,completed,2129.72
100662,1026,2023-11-01,shipped,3773.69
100663,1015,2024-05-18,completed,2094.35
100664,1027,2025-09-08,completed,746.91
100665,1050,2023-10-09,completed,2146.43
100666,1039,2025-12-12,cancelled,4601.15
100667,1048,2023-02-09,refunded,1111.6
