item_id,order_id,product_id,quantity,unit_price
290,100095,P008,8,120.48
291,100096,P017,5,146.26
292,100097,P021,5,18.23
293,100097,P018,10,269.82
294,100098,P020,5,91.0
295,100099,P007,8,192.48
296,100099,P020,4,173.82
297,100099,P009,1,235.03
298,100099,P001,8,63.77
299,100100,P009,10,179.67
300,100100,P024,10,150.47
301,100100,P011,8,139.28
302,100100,P001,3,153.73
303,100101,P008,3,285.62
304,100101,P006,6,272.42
305,100101,P010,10,26.19
306,100101,P999,2,10.78
307,100102,P023,7,154.52
308,100103,P024,7,25.06
309,100103,P001,1,264.78
310,100103,P010,10,28.54
311,100103,P016,5,52.04
312,100103,P014,9,169.44
313,100104,P007,10,219.17
314,100104,P022,1,26.84
315,100104,P012,5,63.89
316,100105,P010,5,151.58
317,100106,P021,4,248.46
318,100106,P018,1,24.47
319,100106,P020,4,177.0
320,100106,P013,4,110.51
321,100106,P001,3,252.18
322,100107,P010,6,256.66
323,100107,P024,7,71.41
324,100107,P024,10,174.27
325,100107,P018,3,253.53
326,100108,P006,8,262.3
327,100108,P023,3,52.58
328,100108,P007,9,270.97
329,100108,P004,8,280.8
330,100109,P003,9,61.89
331,100110,P004,9,237.0
332,100110,P025,5,110.88
333,100111,P011,9,138.82
334,100111,P010,2,57.49
335,100111,P007,6,264.84
336,100112,P013,5,32.04
337,100112,P002,10,102.0
338,100112,P020,4,166.84
339,100112,P011,8,55.56
340,100113,P001,5,205.19
341,100113,P011,7,281.55
342,100113,P008,1,7.86
343,100113,P018,6,225.94
344,100113,P007,5,51.16
345,100114,P021,3,90.27
346,100114,P015,1,270.7
347,100115,P010,6,152.81
348,100115,P003,8,64.34
349,100115,P011,10,10.9
350,100116,P002,9,254.57
351,100116,P024,8,208.34
352,100117,P019,7,71.72
353,100117,P009,5,200.09
354,100117,P001,2,42.15
355,100118,P016,6,133.52
356,100118,P007,8,190.94
357,100119,P016,7,267.49
358,100120,P024,8,180.44
359,100120,P016,5,186.72
360,100121,P019,1,79.41
361,100121,P005,10,123.61
362,100121,P888,2,20.85
363,100121,P012,6,86.93
364,100121,P021,7,27.47
365,100122,P015,7,61.43
366,100122,P001,10,202.48
367,100122,P018,3,6.97
368,100122,P007,9,172.03
369,100122,P004,8,212.09
370,100123,P015,10,124.74
371,100124,P010,9,269.15
372,100124,P017,1,103.91
373,100124,P016,10,52.95
374,100125,P003,1,168.81
375,100125,P010,10,169.47
376,100126,P023,3,89.07
377,100126,P018,9,152.3
378,100126,P005,6,54.54
379,100126,P008,5,237.81
380,100127,P023,9,148.42
381,100127,P012,4,42.87
382,100128,P025,5,88.09
383,100128,P023,10,55.44
384,100128,P011,6,243.23
385,100128,P017,1,72.59
386,100128,P012,5,209.93
387,100129,P019,8,245.33
388,100130,P008,8,42.61
389,100130,P023,3,232.73
390,100130,P005,2,281.06
391,100131,P024,1,138.58
392,100131,P005,3,192.22
393,100132,P018,8,184.25
394,100132,P022,7,58.39
395,100132,P021,1,108.87
396,100132,P025,9,38.82
397,100132,P001,7,243.79
398,100133,P023,8,151.22
399,100133,P005,7,76.45
400,100133,P021,4,147.88
401,100133,P024,2,92.18
402,100133,P011,8,215.19
403,100134,P017,1,217.31
404,100134,P009,4,212.73
405,100135,P015,5,289.92
406,100135,P006,9,222.7
407,100135,P025,9,286.04
408,100135,P003,2,176.48
409,100136,P018,8,35.67
410,100136,P011,8,212.02
411,100136,P021,1,63.68
412,100136,P009,1,279.14
413,100136,P007,7,69.67
414,100137,P010,2,281.76
415,100137,P020,8,42.14
416,100138,P018,2,180.4
417,100139,P022,7,272.78
418,100139,P019,4,11.1
419,100140,P015,9,27.24
420,100140,P016,4,48.57
421,100140,P001,2,27.24
422,100140,P012,6,85.1
423,100141,P010,1,157.22
424,100141,P018,8,30.32
425,100141,P009,10,147.65
426,100141,P001,8,239.85
427,100142,P005,4,160.14
428,100142,P016,3,78.29
429,100142,P023,8,102.58
430,100142,P023,8,19.8
431,100142,P014,10,246.41
432,100143,P018,9,216.49
433,100143,P006,2,285.59
434,100144,P012,6,70.4
435,100144,P007,9,176.39
436,100144,P006,4,44.46
437,100144,P019,4,21.92
438,100144,P005,10,118.91
439,100145,P010,9,80.13
440,100145,P009,1,37.89
441,100146,P011,9,198.42
442,100146,P001,4,25.7
443,100146,P016,3,236.49
444,100147,P016,7,98.5
445,100147,P018,8,299.94
446,100147,P011,8,210.53
447,100147,P001,8,141.91
448,100147,P014,6,298.8
449,100148,P010,3,145.51
450,100149,P014,3,205.86
451,100149,P001,7,275.15
452,100150,P019,7,132.02
453,100150,P012,4,159.04
454,100150,P025,5,92.4
455,100151,P015,7,251.21
456,100151,P008,10,122.03
457,100151,P022,9,78.09
458,100151,P014,1,40.31
459,100152,P020,7,150.61
460,100152,P024,5,194.33
461,100152,P020,1,107.84
462,100153,P021,6,181.49
463,100153,P024,2,282.89
464,100153,P022,6,115.06
465,100153,P006,3,186.83
466,100154,P004,7,190.91
467,100154,P022,5,166.92
468,100154,P016,4,276.18
469,100154,P018,6,74.83
470,100155,P015,3,170.31
471,100156,P022,5,261.24
472,100156,P008,1,98.48
473,100156,P020,6,137.96
474,100156,P003,2,57.1
475,100157,P001,8,118.52
476,100158,P018,4,99.18
477,100158,P025,5,194.4
478,100159,P004,9,103.6
479,100159,P019,8,287.17
480,100159,P017,1,262.8
481,100159,P999,1,8.37
482,100160,P003,1,54.54
483,100160,P016,7,129.81
484,100160,P013,2,211.93
485,100161,P025,5,299.31
486,100161,P008,8,157.48
487,100161,P004,8,18.48
488,100161,P010,1,134.19
489,100161,P003,8,16.8
490,100162,P012,10,77.72
491,100162,P003,5,84.67
492,100162,P016,6,238.28
493,100162,P019,1,163.08
494,100163,P005,10,21.85
495,100163,P007,6,102.66
496,100164,P020,6,161.5
497,100165,P024,1,123.06
498,100165,P016,9,109.37
499,100165,P004,9,298.27
500,100166,P015,5,14.59
501,100167,P004,9,120.6
502,100168,P003,4,7.62
503,100168,P012,3,62.2
504,100168,P015,1,292.52
505,100168,P024,1,101.41
506,100169,P007,5,236.97
507,100169,P013,9,46.38
508,100169,P004,5,243.94
509,100169,P010,1,119.77
510,100169,P016,4,175.89
511,100170,P003,4,232.36
512,100170,P016,9,127.52
513,100171,P020,6,73.42
514,100171,P023,10,83.86
515,100171,P015,9,271.57
516,100172,P018,3,196.85
517,100172,P013,9,187.52
518,100172,P014,10,156.2
519,100172,P023,4,139.02
520,100173,P024,6,251.9
521,100173,P017,9,243.39
522,100173,P023,7,181.45
523,100173,P005,7,39.94
524,100174,P021,9,191.03
525,100174,P013,9,225.9
526,100175,P011,2,278.64
527,100176,P005,7,200.12
528,100176,P004,3,223.57
529,100176,P002,4,112.88
530,100176,P011,9,192.58
531,100176,P023,6,162.2
532,100177,P006,8,219.26
533,100177,P022,3,274.78
534,100178,P001,8,133.71
535,100178,P005,1,113.01
536,100178,P003,8,263.1
537,100178,P020,7,54.49
538,100179,P023,1,163.91
539,100180,P014,7,212.38
540,100180,P020,3,75.06
541,100180,P024,8,62.24
542,100180,P008,6,122.93
543,100180,P024,1,285.84
544,100181,P024,2,145.6
545,100183,P006,3,11.66
546,100184,P004,2,121.33
547,100184,P022,2,204.68
548,100184,P008,10,299.44
549,100184,P015,5,76.55
550,100185,P011,4,164.01
551,100186,P019,3,59.63
552,100186,P014,3,46.03
553,100186,P019,7,297.15
554,100187,P019,8,10.07
555,100187,P022,4,118.63
556,100187,P021,3,189.11
557,100187,P001,4,7.74
558,100188,P025,7,249.07
559,100188,P025,2,207.19
560,100188,P015,4,202.44
561,100188,P006,4,74.09
562,100189,P018,6,179.35
563,100189,P009,10,201.97
564,100190,P003,6,208.04
565,100190,P025,6,161.35
566,100190,P015,1,49.54
567,100190,P025,8,267.65
568,100191,P005,4,260.77
569,100192,P023,1,224.18
570,100192,P008,5,35.86
571,100192,P010,4,91.02
572,100192,P023,4,29.65
573,100193,P011,4,170.34
574,100193,P022,1,129.96
575,100195,P006,2,299.89
576,100195,P021,10,236.95
577,100195,P013,10,93.4
578,100195,P002,1,77.82
579,100195,P013,10,142.39
580,100196,P007,9,88.78
581,100196,P013,1,190.22
582,100196,P013,2,24.05
583,100196,P016,8,253.25
584,100196,P014,4,148.07
585,100197,P014,8,164.13
586,100197,P016,6,233.58
587,100197,P021,7,63.54
588,100198,P023,1,148.43
589,100198,P007,5,248.42
590,100198,P005,1,35.15
591,100198,P017,4,185.98
592,100199,P020,4,153.99
593,100200,P025,6,179.75
594,100200,P023,1,93.92
595,100200,P013,8,153.24
596,100200,P012,3,244.49
597,100201,P013,3,109.0
598,100201,P025,9,204.95
599,100201,P012,1,76.64
600,100201,P013,1,39.94
601,100202,P021,6,279.86
602,100202,P001,10,33.67
603,100202,P011,10,5.96
604,100203,P006,7,121.6
605,100203,P004,8,128.21
606,100203,P005,6,255.11
607,100203,P025,6,299.52
608,100203,P003,8,113.92
609,100204,P016,5,81.67
610,100204,P010,6,49.0
611,100205,P020,6,258.0
612,100205,P016,7,227.47
613,100205,P003,5,174.42
614,100205,P012,2,116.7
615,100205,P001,3,239.04
616,100206,P017,5,178.8
617,100206,P019,10,147.63
618,100206,P023,8,262.58
619,100206,P025,6,71.83
620,100206,P018,9,45.57
621,100207,P017,4,52.39
622,100208,P022,1,262.38
623,100209,P002,3,8.42
624,100209,P019,9,227.44
625,100210,P006,10,202.72
626,100210,P002,9,164.96
627,100210,P011,7,74.76
628,100210,P001,8,178.03
629,100210,P017,1,225.82
630,100211,P003,3,78.51
631,100211,P015,9,278.1
632,100211,P018,2,216.85
633,100211,P006,7,120.73
634,100212,P009,3,228.05
635,100212,P008,4,263.74
636,100212,P017,5,277.74
637,100212,P010,2,122.92
638,100212,P024,6,228.67
639,100213,P012,8,277.28
640,100213,P022,2,288.63
641,100213,P001,5,91.89
642,100214,P003,4,112.2
643,100214,P004,2,81.01
644,100214,P021,9,269.81
645,100215,P008,9,49.58
646,100215,P013,1,241.83
647,100216,P004,7,274.79
648,100216,P001,8,296.84
649,100216,P002,7,142.57
650,100217,P012,5,25.88
651,100217,P002,7,194.03
652,100217,P002,5,104.27
653,100217,P012,3,35.39
654,100217,P006,3,297.89
655,100218,P006,10,268.6
656,100218,P004,7,254.17
657,100218,P010,10,244.24
658,100218,P022,4,84.59
659,100218,P011,6,239.9
660,100219,P018,2,112.9
661,100219,P008,8,65.8
662,100219,P019,4,232.7
663,100219,P018,4,60.17
664,100220,P017,7,149.16
665,100220,P013,6,224.88
666,100220,P025,3,185.89
667,100220,P021,5,246.0
668,100220,P015,1,124.92
669,100221,P016,8,200.44
670,100221,P021,2,26.47
671,100221,P009,7,128.39
672,100221,P014,2,286.79
673,100222,P001,10,132.82
674,100222,P023,5,179.07
675,100223,P006,3,237.46
676,100223,P011,7,201.73
677,100223,P019,8,162.6
678,100223,P004,9,189.18
679,100224,P022,4,64.67
680,100224,P007,7,187.01
681,100224,P003,5,97.01
682,100224,P012,10,286.19
683,100224,P015,2,151.23
684,100225,P021,10,85.61
685,100225,P023,2,187.04
686,100225,P020,8,268.44
687,100225,P010,9,29.85
688,100225,P005,5,276.05
689,100226,P008,3,289.25
690,100227,P006,8,44.79
691,100227,P023,1,148.28
692,100227,P015,9,58.27
693,100227,P011,4,245.47
694,100227,P014,7,32.22
695,100228,P009,4,173.95
696,100228,P020,3,86.99
697,100228,P023,2,285.37
698,100228,P001,5,109.5
699,100228,P002,7,21.41
700,100229,P008,1,241.76
701,100229,P019,3,128.12
702,100229,P012,4,222.22
703,100229,P013,1,257.83
704,100229,P015,9,125.4
705,100230,P022,9,51.98
706,100230,P025,7,249.15
707,100231,P024,9,172.64
708,100231,P006,5,115.28
709,100232,P025,9,221.68
710,100233,P003,7,288.51
711,100233,P005,5,279.79
712,100233,P017,8,32.04
713,100233,P004,8,228.1
714,100233,P006,9,204.94
715,100234,P025,8,83.13
716,100234,P018,5,143.77
717,100234,P012,2,152.83
718,100234,P023,1,117.78
719,100234,P018,10,7.37
720,100235,P014,8,266.0
721,100235,P020,5,269.71
722,100235,P018,8,259.1
723,100236,P009,4,15.59
724,100236,P021,7,92.38
725,100236,P017,4,203.83
726,100237,P017,8,24.24
727,100237,P002,3,166.84
728,100238,P009,4,21.55
729,100238,P023,6,146.59
730,100238,P021,4,186.73
731,100238,P015,4,234.71
732,100238,P018,6,255.75
733,100239,P022,8,165.49
734,100239,P017,9,32.83
735,100239,P005,2,226.42
736,100240,P023,7,152.4
737,100241,P022,4,158.69
738,100241,P012,4,116.45
739,100241,P022,3,270.34
740,100242,P015,7,7.6
741,100242,P021,8,176.23
742,100242,P016,9,74.67
743,100242,P006,9,175.81
744,100242,P002,8,137.89
745,100243,P007,2,132.57
746,100244,P009,4,261.56
747,100245,P005,2,224.42
748,100245,P012,7,245.04
749,100245,P003,10,80.51
750,100245,P003,3,221.48
751,100246,P021,8,127.34
752,100246,P022,2,179.02
753,100246,P021,5,175.19
754,100246,P005,6,195.14
755,100246,P004,9,161.81
756,100247,P001,4,58.43
757,100248,P025,2,195.6
758,100249,P014,5,25.6
759,100249,P005,2,23.22
760,100249,P010,6,224.26
761,100249,P020,4,145.0
762,100249,P020,7,158.61
763,100250,P016,9,264.92
764,100250,P014,9,210.81
765,100250,P012,3,128.45
766,100251,P010,6,224.23
767,100251,P001,7,122.93
768,100251,P025,1,99.66
769,100252,P025,3,112.54
770,100252,P023,10,144.37
771,100252,P005,4,175.6
772,100252,P010,7,225.37
773,100252,P018,7,93.75
774,100253,P007,5,46.39
775,100254,P015,7,121.33
776,100254,P021,1,79.37
777,100255,P017,5,217.35
778,100256,P021,7,130.82
779,100256,P024,6,112.87
780,100256,P001,2,135.9
781,100256,P002,5,167.25
782,100257,P023,1,50.59
783,100257,P012,3,117.55
784,100257,P025,9,138.95
785,100257,P021,9,296.55
786,100258,P021,4,252.87
787,100258,P002,6,271.2
788,100258,P006,10,117.05
789,100258,P002,1,263.2
790,100258,P011,10,21.22
791,100259,P005,2,52.47
792,100259,P001,8,126.75
793,100259,P010,2,256.01
794,100259,P007,2,8.34
795,100260,P022,7,296.94
796,100260,P009,7,41.99
797,100260,P008,7,278.52
798,100260,P019,4,32.92
799,100261,P020,7,268.76
800,100261,P006,9,142.28
801,100261,P018,9,38.16
802,100262,P024,8,94.76
803,100262,P022,1,74.97
804,100262,P025,10,149.04
805,100263,P018,8,130.62
806,100263,P024,5,125.09
807,100263,P004,7,82.52
808,100264,P022,10,203.59
809,100265,P022,7,273.05
810,100266,P005,3,158.01
811,100266,P020,1,242.8
812,100267,P010,1,148.3
813,100268,P008,7,163.77
814,100268,P012,7,24.92
815,100268,P015,8,245.99
816,100268,P008,3,262.43
817,100268,P020,2,286.79
818,100269,P018,8,74.87
819,100269,P001,4,106.12
820,100269,P021,7,61.64
821,100270,P010,8,131.67
822,100271,P003,9,287.42
823,100272,P023,8,59.28
824,100272,P006,3,223.68
825,100272,P017,4,185.56
826,100272,P010,8,266.85
827,100272,P012,7,137.46
828,100273,P024,5,77.95
829,100273,P003,3,173.45
830,100273,P017,5,236.95
831,100273,P006,6,149.16
832,100274,P015,3,183.05
833,100274,P002,10,29.51
834,100274,P021,6,115.74
835,100274,P016,7,251.29
836,100274,P016,2,40.37
837,100275,P004,1,260.84
838,100275,P015,7,273.29
839,100275,P017,2,242.88
840,100275,P007,8,241.66
841,100275,P007,5,101.51
842,100276,P004,5,131.26
843,100276,P023,5,214.32
844,100277,P006,8,192.47
845,100277,P009,8,193.66
846,100277,P007,9,238.59
847,100278,P019,3,208.1
848,100278,P003,9,88.29
849,100278,P020,8,54.53
850,100278,P006,10,113.31
851,100279,P014,6,291.53
852,100279,P888,2,6.15
853,100279,P011,7,160.19
854,100279,P003,1,107.14
855,100279,P012,2,114.14
856,100280,P022,1,287.62
857,100280,P021,7,13.77
858,100280,P025,3,147.65
859,100280,P007,1,289.26
860,100280,P009,4,221.34
861,100281,P001,7,271.78
862,100281,P024,4,184.62
863,100281,P005,4,234.66
864,100281,P023,1,285.4
865,100281,P020,8,218.97
866,100282,P003,7,175.05
867,100282,P001,10,207.99
868,100282,P014,7,102.49
869,100282,P001,8,84.59
870,100282,P011,8,63.73
871,100283,P007,8,102.45
872,100284,P002,1,270.42
873,100285,P012,6,281.87
874,100286,P004,8,226.13
875,100287,P002,3,197.47
876,100287,P025,4,82.73
877,100287,P012,4,200.83
878,100287,P009,4,184.7
879,100287,P003,5,277.17
880,100288,P005,4,102.66
881,100288,P001,2,69.32
882,100289,P016,10,268.63
883,100289,P009,8,247.54
884,100290,P021,1,261.26
885,100290,P024,2,156.48
886,100290,P024,9,136.24
887,100291,P018,7,148.96
888,100292,P011,4,65.79
889,100292,P021,4,61.4
890,100292,P025,5,140.69
891,100292,P002,2,235.4
892,100293,P022,4,18.54
893,100293,P013,4,260.92
894,100293,P016,6,213.12
895,100293,P001,4,97.29
896,100293,P024,2,279.15
897,100294,P024,8,199.77
898,100295,P010,6,294.23
899,100295,P015,4,189.42
900,100295,P006,4,108.6
901,100295,P009,3,200.32
902,100295,P001,4,54.8
903,100296,P013,10,267.26
904,100296,P015,9,44.81
905,100297,P006,1,183.25
906,100297,P023,2,149.32
907,100297,P003,3,6.09
908,100297,P020,5,190.96
909,100298,P019,7,126.79
910,100299,P018,6,172.63
911,100299,P009,6,269.76
912,100299,P022,2,283.52
913,100299,P015,1,23.9
914,100300,P019,9,47.79
915,100300,P006,2,217.42
916,100301,P024,3,65.15
917,100301,P008,4,264.1
918,100302,P021,3,19.84
919,100303,P001,3,61.01
920,100303,P022,6,5.51
921,100303,P016,1,194.48
922,100303,P025,3,138.63
923,100303,P023,6,55.81
924,100304,P003,7,155.87
925,100304,P777,2,12.29
926,100304,P017,5,146.55
927,100304,P008,4,7.06
928,100305,P005,7,283.41
929,100305,P002,8,222.03
930,100305,P008,3,279.42
931,100306,P022,8,77.03
932,100306,P016,5,292.62
933,100306,P003,10,73.3
934,100307,P001,8,73.14
935,100308,P020,2,283.89
936,100308,P008,5,25.63
937,100308,P008,9,178.84
938,100309,P010,10,52.72
939,100309,P023,8,235.38
940,100309,P019,3,80.4
941,100309,P010,9,8.51
942,100310,P017,4,113.21
943,100310,P006,6,199.32
944,100310,P005,1,229.01
945,100310,P021,5,31.74
946,100310,P023,2,111.1
947,100311,P013,8,82.19
948,100311,P007,3,261.6
949,100311,P017,4,141.64
950,100312,P002,9,219.24
951,100312,P018,5,166.51
952,100312,P008,6,201.9
953,100312,P001,2,44.88
954,100312,P018,7,209.78
955,100313,P011,4,190.2
956,100313,P013,3,258.85
957,100313,P010,3,132.65
958,100313,P011,2,112.32
959,100313,P016,3,198.75
960,100314,P012,8,255.98
961,100314,P009,9,285.57
962,100315,P020,8,206.22
963,100315,P012,5,175.82
964,100315,P009,8,116.47
965,100316,P013,9,21.54
966,100316,P010,1,152.04
967,100317,P016,10,95.66
968,100317,P022,1,51.28
969,100317,P017,1,139.28
970,100317,P015,2,228.25
971,100318,P010,3,155.05
972,100319,P012,9,203.59
973,100319,P020,9,242.89
974,100320,P018,2,162.97
975,100321,P018,5,192.53
976,100321,P011,2,82.33
977,100321,P023,3,56.48
978,100322,P002,10,130.22
979,100322,P018,2,58.45
980,100322,P006,10,223.84
981,100322,P005,9,207.82
982,100322,P015,3,157.55
983,100323,P022,8,176.26
984,100323,P024,6,138.96
985,100324,P018,8,122.19
986,100324,P021,6,199.74
987,100324,P024,2,136.17
988,100324,P003,10,232.15
989,100324,P023,9,43.63
990,100325,P015,7,10.33
991,100326,P021,8,163.49
992,100326,P015,7,50.06
993,100327,P006,9,251.11
994,100327,P014,10,24.36
995,100327,P010,7,18.98
996,100327,P023,3,292.69
997,100328,P023,5,13.52
